game_id,block_id,engine_white,engine_black,opening_white,opening_black,heuristic_white,heuristic_black,depth_white,depth_black,sim_white,sim_black,stockfish_elo,result_white,result_black,plies,avg_move_ms_white,p95_move_ms_white,max_move_ms_white,avg_move_ms_black,p95_move_ms_black,max_move_ms_black,max_material_swing_cp,blunder_white,blunder_black,white_castled_before_10,black_castled_before_10
II.2.d3-002,II.2.d3,alphabeta,minimax,on,na,na,na,3,3,,,,L,W,60,6948.61,53794.00,64232.01,2036.46,3583.44,3962.62,3180,0,0,0,0
II.2.d3-003,II.2.d3,alphabeta,minimax,on,na,na,na,3,3,,,,L,W,60,6851.25,53166.22,61558.59,2020.69,3496.20,3612.46,3180,0,0,0,0
II.2.d3-004,II.2.d3,alphabeta,minimax,on,na,na,na,3,3,,,,L,W,60,6862.26,52242.25,63339.78,2049.50,3710.97,3897.07,3180,0,0,0,0
II.2.d3-005,II.2.d3,alphabeta,minimax,on,na,na,na,3,3,,,,L,W,60,6964.63,52701.15,63669.80,2009.74,3441.07,3860.56,3180,0,0,0,0
II.2.d3-006,II.2.d3,minimax,alphabeta,na,on,na,na,3,3,,,,L,W,82,2514.13,5696.58,6996.84,9296.86,41783.55,50926.13,1550,0,0,0,1
II.2.d3-007,II.2.d3,minimax,alphabeta,na,on,na,na,3,3,,,,L,W,82,2499.14,5889.16,7023.46,9319.79,41750.97,50754.32,1550,0,0,0,1
II.2.d3-008,II.2.d3,minimax,alphabeta,na,on,na,na,3,3,,,,L,W,82,2512.25,5946.93,7072.86,9289.95,41592.40,50612.46,1550,0,0,0,1
II.2.d3-009,II.2.d3,minimax,alphabeta,na,on,na,na,3,3,,,,L,W,82,2520.23,5819.97,6893.31,9282.10,41569.08,50733.41,1550,0,0,0,1
II.2.d3-010,II.2.d3,minimax,alphabeta,na,on,na,na,3,3,,,,L,W,82,2527.22,5929.22,6997.82,9332.10,41590.79,51256.95,1550,0,0,0,1
II.3.d3.elo100-001,II.3.d3.elo100,alphabeta,stockfish,on,na,na,na,3,,,,100,W,L,75,6528.64,15542.12,54313.24,101.93,103.20,105.57,2160,0,0,1,0
II.3.d3.elo100-002,II.3.d3.elo100,stockfish,alphabeta,na,on,na,na,,3,,,100,L,W,68,96.40,102.33,103.30,2592.41,4793.86,6218.32,2970,0,0,0,1
II.3.d3.elo1000-001,II.3.d3.elo1000,alphabeta,stockfish,on,na,na,na,3,,,,1000,W,L,93,2154.95,5591.15,9187.07,99.96,102.98,104.50,1630,0,0,1,0
II.3.d3.elo1000-002,II.3.d3.elo1000,stockfish,alphabeta,na,on,na,na,,3,,,1000,L,W,76,99.50,102.44,104.05,6140.93,26021.72,26615.62,2960,0,0,0,1
II.3.d3.elo1100-001,II.3.d3.elo1100,alphabeta,stockfish,on,na,na,na,3,,,,1100,W,L,73,974.33,2436.73,4014.65,97.58,103.41,145.93,2130,0,0,1,0
II.3.d3.elo1100-002,II.3.d3.elo1100,stockfish,alphabeta,na,on,na,na,,3,,,1100,L,W,66,99.31,102.57,103.36,4410.19,16569.47,18477.39,1830,0,0,0,1
II.3.d3.elo1200-001,II.3.d3.elo1200,alphabeta,stockfish,on,na,na,na,3,,,,1200,W,L,103,2880.57,7271.45,9595.64,98.19,102.71,104.19,1550,0,0,1,0
II.3.d3.elo1200-002,II.3.d3.elo1200,stockfish,alphabeta,na,on,na,na,,3,,,1200,L,W,100,98.56,102.58,103.48,23891.11,109303.32,169137.32,3070,0,0,0,1
II.3.d3.elo200-001,II.3.d3.elo200,alphabeta,stockfish,on,na,na,na,3,,,,200,W,L,53,1810.75,5830.97,6637.31,94.95,103.19,105.76,2350,0,0,1,0
II.3.d3.elo200-002,II.3.d3.elo200,stockfish,alphabeta,na,on,na,na,,3,,,200,L,W,52,98.13,103.18,106.55,7904.48,25230.95,37149.66,1750,0,0,0,1
II.3.d3.elo300-001,II.3.d3.elo300,alphabeta,stockfish,on,na,na,na,3,,,,300,W,L,71,3370.85,8921.88,10120.29,101.71,102.74,105.39,2730,0,0,1,0
II.3.d3.elo300-002,II.3.d3.elo300,stockfish,alphabeta,na,on,na,na,,3,,,300,L,W,88,96.67,102.45,104.05,2055.47,6539.18,13552.67,2180,0,0,0,1
II.3.d3.elo400-001,II.3.d3.elo400,alphabeta,stockfish,on,na,na,na,3,,,,400,W,L,69,8730.06,26894.78,28557.11,101.61,102.61,104.80,1730,0,0,1,1
II.3.d3.elo400-002,II.3.d3.elo400,stockfish,alphabeta,na,on,na,na,,3,,,400,D,D,240,101.65,102.28,103.61,1572.10,5594.86,33760.67,1500,0,0,0,1
II.3.d3.elo500-001,II.3.d3.elo500,alphabeta,stockfish,on,na,na,na,3,,,,500,L,W,26,3205.23,17502.01,17502.01,101.62,104.15,104.15,1200,0,0,1,0
II.3.d3.elo500-002,II.3.d3.elo500,stockfish,alphabeta,na,on,na,na,,3,,,500,L,W,50,97.85,102.37,106.50,2544.46,6835.20,9134.97,1740,0,0,0,1
II.3.d3.elo600-001,II.3.d3.elo600,alphabeta,stockfish,on,na,na,na,3,,,,600,W,L,71,2826.77,13148.93,13776.30,101.81,103.34,104.28,2220,0,0,1,1
II.3.d3.elo600-002,II.3.d3.elo600,stockfish,alphabeta,na,on,na,na,,3,,,600,L,W,54,101.68,103.19,104.74,4980.97,18400.67,20148.39,1750,0,0,1,1
II.3.d3.elo700-001,II.3.d3.elo700,alphabeta,stockfish,on,na,na,na,3,,,,700,W,L,83,2301.76,5079.24,7985.22,99.74,102.55,107.90,2430,0,0,1,0
II.3.d3.elo700-002,II.3.d3.elo700,stockfish,alphabeta,na,on,na,na,,3,,,700,L,W,190,99.63,102.58,103.78,1890.61,8290.61,13243.14,3030,0,0,0,1
II.3.d3.elo800-001,II.3.d3.elo800,alphabeta,stockfish,on,na,na,na,3,,,,800,W,L,45,3154.75,9633.97,20133.93,93.59,102.36,105.06,3270,0,0,1,0
II.3.d3.elo800-002,II.3.d3.elo800,stockfish,alphabeta,na,on,na,na,,3,,,800,L,W,62,98.37,102.17,105.84,11414.61,48988.48,52927.42,3180,0,0,0,1
II.3.d3.elo900-001,II.3.d3.elo900,alphabeta,stockfish,on,na,na,na,3,,,,900,L,W,54,3070.47,7099.40,14817.48,98.77,102.92,104.26,960,0,0,1,0
II.3.d3.elo900-002,II.3.d3.elo900,stockfish,alphabeta,na,on,na,na,,3,,,900,L,W,58,95.14,101.97,104.33,10100.76,52534.40,134735.92,2840,0,0,0,1
III.d3-001,III.d3,alphabeta,alphabeta,on,off,na,na,3,3,,,,D,D,46,3142.58,5432.17,5847.58,6036.18,10981.62,12130.88,420,0,0,1,1
III.d3-002,III.d3,alphabeta,alphabeta,on,off,na,na,3,3,,,,D,D,46,3309.89,5737.38,6152.31,6789.28,12524.40,13901.69,420,0,0,1,1
III.d3-003,III.d3,alphabeta,alphabeta,on,off,na,na,3,3,,,,D,D,46,3168.93,5440.43,5794.41,6463.11,11548.88,13870.91,420,0,0,1,1
III.d3-004,III.d3,alphabeta,alphabeta,on,off,na,na,3,3,,,,D,D,46,3336.23,5755.64,5930.83,6731.77,11400.16,13423.02,420,0,0,1,1
III.d3-005,III.d3,alphabeta,alphabeta,on,off,na,na,3,3,,,,D,D,46,3500.43,5853.76,5975.86,7099.50,12405.50,15183.00,420,0,0,1,1
III.d3-006,III.d3,alphabeta,alphabeta,off,on,na,na,3,3,,,,D,D,122,4199.41,11093.09,17263.70,4960.97,14847.90,31748.82,1430,0,0,1,1
III.d3-007,III.d3,alphabeta,alphabeta,off,on,na,na,3,3,,,,D,D,122,3802.58,10078.61,15133.35,4416.65,13454.76,27503.64,1430,0,0,1,1
III.d3-008,III.d3,alphabeta,alphabeta,off,on,na,na,3,3,,,,D,D,122,3910.74,10801.74,15097.19,4495.41,13361.77,30954.02,1430,0,0,1,1
III.d3-009,III.d3,alphabeta,alphabeta,off,on,na,na,3,3,,,,D,D,122,3936.28,11818.78,16839.06,4565.17,13714.03,27267.56,1430,0,0,1,1
III.d3-010,III.d3,alphabeta,alphabeta,off,on,na,na,3,3,,,,D,D,122,4037.08,11801.55,15257.98,4789.87,14852.83,30084.51,1430,0,0,1,1
IV.1-001,IV.1,mcts,random,off,na,off,na,,,1000,,,W,L,67,514.92,574.74,647.71,0.07,0.10,0.12,1300,0,0,0,0
IV.1-002,IV.1,mcts,random,off,na,off,na,,,1000,,,W,L,109,524.47,638.09,730.32,0.07,0.09,0.11,3130,0,0,0,0
IV.1-003,IV.1,mcts,random,off,na,off,na,,,1000,,,W,L,27,525.50,619.25,619.25,0.06,0.12,0.12,100,0,0,0,0
IV.1-004,IV.1,mcts,random,off,na,off,na,,,1000,,,W,L,9,511.66,560.57,560.57,0.06,0.08,0.08,0,0,0,0,0
IV.1-005,IV.1,mcts,random,off,na,off,na,,,1000,,,W,L,113,495.57,556.97,590.03,0.07,0.10,0.11,3200,0,0,0,0
IV.1-006,IV.1,random,mcts,na,off,na,off,,,,1000,,L,W,122,0.08,0.13,0.16,585.51,731.92,801.74,1780,0,0,0,0
IV.1-007,IV.1,random,mcts,na,off,na,off,,,,1000,,D,D,240,0.07,0.11,0.15,556.93,674.72,804.27,1950,0,0,0,0
IV.1-008,IV.1,random,mcts,na,off,na,off,,,,1000,,L,W,212,0.07,0.10,0.13,555.15,651.44,862.49,2120,0,0,0,0
IV.1-009,IV.1,random,mcts,na,off,na,off,,,,1000,,L,W,124,0.08,0.13,0.21,564.50,668.41,724.41,1250,0,0,0,0
IV.1-010,IV.1,random,mcts,na,off,na,off,,,,1000,,L,W,108,0.08,0.10,0.19,531.58,608.63,846.31,1150,0,0,0,0
IV.2.sim1000.elo100-001,IV.2.sim1000.elo100,mcts,stockfish,off,na,off,na,,,1000,,100,L,W,50,496.10,539.42,558.00,101.11,101.95,107.45,1150,0,0,0,1
IV.2.sim1000.elo100-002,IV.2.sim1000.elo100,stockfish,mcts,na,off,na,off,,,,1000,100,W,L,81,99.04,101.41,106.64,487.10,518.43,601.10,1630,0,0,1,0
IV.2.sim1000.elo1000-001,IV.2.sim1000.elo1000,mcts,stockfish,off,na,off,na,,,1000,,1000,L,W,84,486.95,570.31,630.89,99.18,101.35,109.02,2970,0,0,0,0
IV.2.sim1000.elo1000-002,IV.2.sim1000.elo1000,stockfish,mcts,na,off,na,off,,,,1000,1000,W,L,69,96.54,101.65,107.14,485.35,508.53,584.25,2570,0,0,0,0
IV.2.sim1000.elo1100-001,IV.2.sim1000.elo1100,mcts,stockfish,off,na,off,na,,,1000,,1100,L,W,32,500.85,592.14,592.14,101.22,108.41,108.41,2640,0,0,0,0
IV.2.sim1000.elo1100-002,IV.2.sim1000.elo1100,stockfish,mcts,na,off,na,off,,,,1000,1100,W,L,29,101.40,107.24,107.24,495.00,617.00,617.00,2250,0,0,0,0
IV.2.sim1000.elo1200-001,IV.2.sim1000.elo1200,mcts,stockfish,off,na,off,na,,,1000,,1200,L,W,52,497.81,554.55,669.54,101.05,101.58,107.72,1000,0,0,0,0
IV.2.sim1000.elo1200-002,IV.2.sim1000.elo1200,stockfish,mcts,na,off,na,off,,,,1000,1200,W,L,79,101.10,101.57,107.17,489.79,592.13,623.23,2750,0,0,0,0
IV.2.sim1000.elo200-001,IV.2.sim1000.elo200,mcts,stockfish,off,na,off,na,,,1000,,200,L,W,90,502.75,583.96,635.37,95.84,101.46,109.42,2070,0,0,0,0
IV.2.sim1000.elo200-002,IV.2.sim1000.elo200,stockfish,mcts,na,off,na,off,,,,1000,200,W,L,171,98.22,101.81,108.26,503.54,624.61,670.11,2230,0,0,0,0
IV.2.sim1000.elo300-001,IV.2.sim1000.elo300,mcts,stockfish,off,na,off,na,,,1000,,300,L,W,40,546.03,629.01,669.94,98.21,104.63,109.23,920,0,0,0,0
IV.2.sim1000.elo300-002,IV.2.sim1000.elo300,stockfish,mcts,na,off,na,off,,,,1000,300,W,L,87,101.01,101.43,107.34,501.85,579.71,676.63,1750,0,0,0,0
IV.2.sim1000.elo400-001,IV.2.sim1000.elo400,mcts,stockfish,off,na,off,na,,,1000,,400,L,W,96,526.19,621.60,630.34,99.35,101.51,107.40,2580,0,0,0,0
IV.2.sim1000.elo400-002,IV.2.sim1000.elo400,stockfish,mcts,na,off,na,off,,,,1000,400,W,L,35,101.14,106.47,106.47,547.50,733.39,733.39,2330,0,0,0,0
IV.2.sim1000.elo500-001,IV.2.sim1000.elo500,mcts,stockfish,off,na,off,na,,,1000,,500,L,W,32,498.63,551.60,551.60,101.56,109.48,109.48,1420,0,0,0,0
IV.2.sim1000.elo500-002,IV.2.sim1000.elo500,stockfish,mcts,na,off,na,off,,,,1000,500,W,L,81,99.02,101.71,107.19,521.01,584.16,673.35,2670,0,0,0,0
IV.2.sim1000.elo600-001,IV.2.sim1000.elo600,mcts,stockfish,off,na,off,na,,,1000,,600,L,W,32,572.09,692.42,692.42,96.14,107.82,107.82,330,0,0,0,1
IV.2.sim1000.elo600-002,IV.2.sim1000.elo600,stockfish,mcts,na,off,na,off,,,,1000,600,W,L,85,101.19,101.84,106.96,557.92,633.59,673.74,1050,0,0,0,0
IV.2.sim1000.elo700-001,IV.2.sim1000.elo700,mcts,stockfish,off,na,off,na,,,1000,,700,L,W,64,542.69,651.06,707.42,101.06,101.45,108.18,1550,0,0,0,0
IV.2.sim1000.elo700-002,IV.2.sim1000.elo700,stockfish,mcts,na,off,na,off,,,,1000,700,W,L,61,98.88,101.98,107.71,534.54,629.73,639.93,2250,0,0,1,0
IV.2.sim1000.elo800-001,IV.2.sim1000.elo800,mcts,stockfish,off,na,off,na,,,1000,,800,L,W,94,499.89,583.27,647.12,97.32,101.42,108.52,2450,0,0,0,0
IV.2.sim1000.elo800-002,IV.2.sim1000.elo800,stockfish,mcts,na,off,na,off,,,,1000,800,W,L,73,101.03,101.59,107.97,508.79,596.38,634.74,2040,0,0,0,0
IV.2.sim1000.elo900-001,IV.2.sim1000.elo900,mcts,stockfish,off,na,off,na,,,1000,,900,L,W,76,529.81,645.22,649.73,99.19,102.99,109.20,2620,0,0,0,0
IV.2.sim1000.elo900-002,IV.2.sim1000.elo900,stockfish,mcts,na,off,na,off,,,,1000,900,W,L,59,101.01,101.36,107.48,504.18,671.08,682.11,2420,0,0,0,0
IV.2.sim2000.elo100-001,IV.2.sim2000.elo100,mcts,stockfish,off,na,off,na,,,2000,,100,L,W,36,714.51,1422.03,1422.03,96.71,109.59,109.59,920,0,0,0,0
IV.2.sim2000.elo100-002,IV.2.sim2000.elo100,stockfish,mcts,na,off,na,off,,,,2000,100,W,L,177,98.82,101.49,108.98,652.18,935.66,1162.59,2720,0,0,0,0
IV.2.sim2000.elo1000-001,IV.2.sim2000.elo1000,mcts,stockfish,off,na,off,na,,,2000,,1000,L,W,50,794.70,1029.78,1215.95,101.28,101.72,108.60,990,0,0,0,0
IV.2.sim2000.elo1000-002,IV.2.sim2000.elo1000,stockfish,mcts,na,off,na,off,,,,2000,1000,W,L,129,99.71,101.44,107.36,671.77,869.25,1210.04,2470,0,0,0,0
IV.2.sim2000.elo1100-001,IV.2.sim2000.elo1100,mcts,stockfish,off,na,off,na,,,2000,,1100,L,W,60,714.03,942.30,1138.06,98.56,101.68,110.51,2100,0,0,0,0
IV.2.sim2000.elo1100-002,IV.2.sim2000.elo1100,stockfish,mcts,na,off,na,off,,,,2000,1100,W,L,101,99.40,101.75,108.35,666.73,793.21,804.90,2150,0,0,0,0
IV.2.sim2000.elo1200-001,IV.2.sim2000.elo1200,mcts,stockfish,off,na,off,na,,,2000,,1200,L,W,66,676.22,839.42,1104.30,96.72,101.40,109.98,2870,0,0,0,0
IV.2.sim2000.elo1200-002,IV.2.sim2000.elo1200,stockfish,mcts,na,off,na,off,,,,2000,1200,W,L,27,101.50,107.44,107.44,651.06,723.11,723.11,1920,0,0,0,0
IV.2.sim2000.elo200-001,IV.2.sim2000.elo200,mcts,stockfish,off,na,off,na,,,2000,,200,L,W,90,707.10,932.59,1225.70,96.16,102.07,109.90,2000,0,0,0,0
IV.2.sim2000.elo200-002,IV.2.sim2000.elo200,stockfish,mcts,na,off,na,off,,,,2000,200,W,L,89,101.00,101.51,107.86,678.86,816.96,1354.03,3000,0,0,0,0
IV.2.sim2000.elo300-001,IV.2.sim2000.elo300,mcts,stockfish,off,na,off,na,,,2000,,300,L,W,76,700.94,1318.39,1414.12,101.03,101.49,109.24,2940,0,0,0,0
IV.2.sim2000.elo300-002,IV.2.sim2000.elo300,stockfish,mcts,na,off,na,off,,,,2000,300,W,L,127,97.56,101.49,107.80,692.85,899.36,1354.20,3330,0,0,0,0
IV.2.sim2000.elo400-001,IV.2.sim2000.elo400,mcts,stockfish,off,na,off,na,,,2000,,400,L,W,102,728.45,870.56,960.49,99.52,101.66,107.52,2040,0,0,0,0
IV.2.sim2000.elo400-002,IV.2.sim2000.elo400,stockfish,mcts,na,off,na,off,,,,2000,400,W,L,113,96.73,101.55,106.69,671.52,935.88,1270.24,2490,0,0,0,0
IV.2.sim2000.elo500-001,IV.2.sim2000.elo500,mcts,stockfish,off,na,off,na,,,2000,,500,L,W,50,636.59,691.19,698.83,97.77,101.47,107.89,1410,0,0,0,0
IV.2.sim2000.elo500-002,IV.2.sim2000.elo500,stockfish,mcts,na,off,na,off,,,,2000,500,W,L,63,98.84,101.65,107.09,724.32,1034.65,1450.67,2680,0,0,0,0
IV.2.sim2000.elo600-001,IV.2.sim2000.elo600,mcts,stockfish,off,na,off,na,,,2000,,600,L,W,68,679.54,867.38,977.14,98.80,102.24,109.45,3400,0,0,0,0
IV.2.sim2000.elo600-002,IV.2.sim2000.elo600,stockfish,mcts,na,off,na,off,,,,2000,600,W,L,71,96.97,101.70,106.34,646.00,1012.27,1177.95,1730,0,0,0,0
IV.2.sim2000.elo700-001,IV.2.sim2000.elo700,mcts,stockfish,off,na,off,na,,,2000,,700,L,W,52,643.86,745.01,883.95,98.50,107.32,109.50,2240,0,0,0,0
IV.2.sim2000.elo700-002,IV.2.sim2000.elo700,stockfish,mcts,na,off,na,off,,,,2000,700,W,L,45,101.25,101.44,107.66,643.32,736.26,759.70,980,0,0,1,0
IV.2.sim2000.elo800-001,IV.2.sim2000.elo800,mcts,stockfish,off,na,off,na,,,2000,,800,L,W,70,664.52,1176.03,1313.70,96.53,102.05,109.28,3280,0,0,0,0
IV.2.sim2000.elo800-002,IV.2.sim2000.elo800,stockfish,mcts,na,off,na,off,,,,2000,800,W,L,65,98.45,101.69,107.14,662.45,986.24,1161.75,2050,0,0,0,0
IV.2.sim2000.elo900-001,IV.2.sim2000.elo900,mcts,stockfish,off,na,off,na,,,2000,,900,L,W,46,734.65,1317.16,1356.26,97.89,101.66,109.53,2150,0,0,0,0
IV.2.sim2000.elo900-002,IV.2.sim2000.elo900,stockfish,mcts,na,off,na,off,,,,2000,900,W,L,39,101.28,101.89,107.49,669.38,961.04,961.04,2370,0,0,0,0
IV.2.sim500.elo100-001,IV.2.sim500.elo100,mcts,stockfish,off,na,off,na,,,500,,100,L,W,40,475.05,548.65,554.67,101.09,101.38,107.22,2270,0,0,0,0
IV.2.sim500.elo100-002,IV.2.sim500.elo100,stockfish,mcts,na,off,na,off,,,,500,100,W,L,59,101.19,102.26,109.37,490.90,593.07,625.08,2670,0,0,0,0
IV.2.sim500.elo1000-001,IV.2.sim500.elo1000,mcts,stockfish,off,na,off,na,,,500,,1000,L,W,56,445.23,485.44,525.38,101.03,101.85,106.82,2320,0,0,0,1
IV.2.sim500.elo1000-002,IV.2.sim500.elo1000,stockfish,mcts,na,off,na,off,,,,500,1000,W,L,79,101.18,101.82,107.60,444.03,502.64,515.29,650,0,0,0,0
IV.2.sim500.elo1100-001,IV.2.sim500.elo1100,mcts,stockfish,off,na,off,na,,,500,,1100,L,W,74,423.83,461.10,508.76,100.94,102.43,107.87,2170,0,0,0,0
IV.2.sim500.elo1100-002,IV.2.sim500.elo1100,stockfish,mcts,na,off,na,off,,,,500,1100,W,L,45,94.78,101.70,107.87,425.20,472.96,481.55,1110,0,0,0,0
IV.2.sim500.elo1200-001,IV.2.sim500.elo1200,mcts,stockfish,off,na,off,na,,,500,,1200,L,W,38,452.89,586.43,586.43,101.24,107.96,107.96,720,0,0,0,0
IV.2.sim500.elo1200-002,IV.2.sim500.elo1200,stockfish,mcts,na,off,na,off,,,,500,1200,W,L,77,99.32,101.66,107.41,466.22,551.80,604.42,3680,0,0,0,0
IV.2.sim500.elo200-001,IV.2.sim500.elo200,mcts,stockfish,off,na,off,na,,,500,,200,L,W,76,472.03,575.43,601.33,99.04,103.38,108.54,2800,0,0,0,0
IV.2.sim500.elo200-002,IV.2.sim500.elo200,stockfish,mcts,na,off,na,off,,,,500,200,W,L,37,101.43,106.78,106.78,467.14,546.55,546.55,2230,0,0,0,0
IV.2.sim500.elo300-001,IV.2.sim500.elo300,mcts,stockfish,off,na,off,na,,,500,,300,L,W,116,449.38,514.91,579.06,98.09,101.62,107.40,2270,0,0,0,1
IV.2.sim500.elo300-002,IV.2.sim500.elo300,stockfish,mcts,na,off,na,off,,,,500,300,W,L,47,101.27,101.62,109.69,482.93,552.92,557.31,2020,0,0,0,1
IV.2.sim500.elo400-001,IV.2.sim500.elo400,mcts,stockfish,off,na,off,na,,,500,,400,L,W,88,442.70,479.08,497.66,101.10,101.52,106.63,2150,0,0,0,0
IV.2.sim500.elo400-002,IV.2.sim500.elo400,stockfish,mcts,na,off,na,off,,,,500,400,L,W,46,101.30,102.05,106.67,433.42,461.57,478.11,600,0,0,1,0
IV.2.sim500.elo500-001,IV.2.sim500.elo500,mcts,stockfish,off,na,off,na,,,500,,500,L,W,26,432.98,476.18,476.18,101.71,112.49,112.49,640,0,0,0,0
IV.2.sim500.elo500-002,IV.2.sim500.elo500,stockfish,mcts,na,off,na,off,,,,500,500,W,L,59,101.08,101.53,107.23,427.95,451.82,489.05,1570,0,0,0,0
IV.2.sim500.elo600-001,IV.2.sim500.elo600,mcts,stockfish,off,na,off,na,,,500,,600,L,W,48,440.59,471.67,482.25,101.01,101.61,106.59,1140,0,0,0,1
IV.2.sim500.elo600-002,IV.2.sim500.elo600,stockfish,mcts,na,off,na,off,,,,500,600,W,L,61,93.30,101.83,107.31,429.52,458.42,484.66,2650,0,0,0,0
IV.2.sim500.elo700-001,IV.2.sim500.elo700,mcts,stockfish,off,na,off,na,,,500,,700,L,W,40,432.32,456.85,464.60,101.30,102.13,109.01,2010,0,0,0,0
IV.2.sim500.elo700-002,IV.2.sim500.elo700,stockfish,mcts,na,off,na,off,,,,500,700,W,L,73,96.78,101.68,107.49,451.00,532.10,572.18,3480,0,0,0,0
IV.2.sim500.elo800-001,IV.2.sim500.elo800,mcts,stockfish,off,na,off,na,,,500,,800,L,W,58,484.76,581.97,769.79,101.31,105.54,107.70,2650,0,0,0,1
IV.2.sim500.elo800-002,IV.2.sim500.elo800,stockfish,mcts,na,off,na,off,,,,500,800,W,L,109,98.34,101.49,109.87,430.47,482.02,506.32,2480,0,0,0,0
IV.2.sim500.elo900-001,IV.2.sim500.elo900,mcts,stockfish,off,na,off,na,,,500,,900,L,W,82,439.35,485.55,497.27,97.09,101.26,107.09,3160,0,0,0,0
IV.2.sim500.elo900-002,IV.2.sim500.elo900,stockfish,mcts,na,off,na,off,,,,500,900,W,L,73,98.80,101.60,106.97,435.84,467.97,521.70,3480,0,0,0,0
V.1.sim1000.elo100-001,V.1.sim1000.elo100,mcts_heuristic,stockfish,off,na,on,na,,,1000,,100,L,W,82,4857.35,6242.82,7075.61,102.10,103.76,106.98,1600,0,0,0,1
V.1.sim1000.elo100-002,V.1.sim1000.elo100,stockfish,mcts_heuristic,na,off,na,on,,,,1000,100,W,L,183,98.38,102.72,106.07,3490.37,5161.79,13856.91,1900,0,0,0,0
V.1.sim1000.elo1000-001,V.1.sim1000.elo1000,mcts_heuristic,stockfish,off,na,on,na,,,1000,,1000,L,W,88,5402.72,14695.51,19373.20,101.89,102.83,107.38,630,0,0,0,0
V.1.sim1000.elo1000-002,V.1.sim1000.elo1000,stockfish,mcts_heuristic,na,off,na,on,,,,1000,1000,W,L,53,101.73,102.54,106.83,5230.07,5840.15,22142.53,1420,0,0,1,0
V.1.sim1000.elo1100-001,V.1.sim1000.elo1100,mcts_heuristic,stockfish,off,na,on,na,,,1000,,1100,L,W,94,3398.22,5409.47,9691.91,98.22,102.49,107.19,2160,0,0,0,0
V.1.sim1000.elo1100-002,V.1.sim1000.elo1100,stockfish,mcts_heuristic,na,off,na,on,,,,1000,1100,W,L,49,101.58,102.99,106.02,4171.03,4674.22,4975.00,1820,0,0,0,0
V.1.sim1000.elo1200-001,V.1.sim1000.elo1200,mcts_heuristic,stockfish,off,na,on,na,,,1000,,1200,L,W,120,3330.19,4498.65,5253.90,100.25,102.24,106.08,1650,0,0,0,0
V.1.sim1000.elo1200-002,V.1.sim1000.elo1200,stockfish,mcts_heuristic,na,off,na,on,,,,1000,1200,L,W,100,96.71,102.44,104.87,3483.95,4627.83,10636.96,2530,0,0,0,0
V.1.sim1000.elo200-001,V.1.sim1000.elo200,mcts_heuristic,stockfish,off,na,on,na,,,1000,,200,L,W,56,4596.81,5940.13,11046.69,98.99,103.09,108.58,1080,0,0,0,0
V.1.sim1000.elo200-002,V.1.sim1000.elo200,stockfish,mcts_heuristic,na,off,na,on,,,,1000,200,W,L,79,101.65,102.34,105.58,3929.85,4873.42,4987.14,2380,0,0,1,0
V.1.sim1000.elo300-001,V.1.sim1000.elo300,mcts_heuristic,stockfish,off,na,on,na,,,1000,,300,L,W,76,4793.66,17139.65,17367.01,101.77,102.70,105.17,710,0,0,0,0
V.1.sim1000.elo300-002,V.1.sim1000.elo300,stockfish,mcts_heuristic,na,off,na,on,,,,1000,300,W,L,47,101.69,102.81,104.31,5077.83,11708.34,19491.44,2450,0,0,0,0
V.1.sim1000.elo400-001,V.1.sim1000.elo400,mcts_heuristic,stockfish,off,na,on,na,,,1000,,400,L,W,64,4779.29,10895.64,14467.47,102.00,103.19,107.07,1000,0,0,0,0
V.1.sim1000.elo400-002,V.1.sim1000.elo400,stockfish,mcts_heuristic,na,off,na,on,,,,1000,400,W,L,67,99.35,103.75,104.46,4398.13,5622.35,7086.23,1700,0,0,1,0
V.1.sim1000.elo500-001,V.1.sim1000.elo500,mcts_heuristic,stockfish,off,na,on,na,,,1000,,500,L,W,18,5774.33,17480.84,17480.84,102.14,105.48,105.48,500,0,0,0,0
V.1.sim1000.elo500-002,V.1.sim1000.elo500,stockfish,mcts_heuristic,na,off,na,on,,,,1000,500,W,L,49,98.59,102.32,105.97,4379.71,4644.16,10938.72,2470,0,0,0,0
V.1.sim1000.elo600-001,V.1.sim1000.elo600,mcts_heuristic,stockfish,off,na,on,na,,,1000,,600,L,W,54,4380.31,9979.67,12031.96,101.57,102.44,104.48,1500,0,0,0,0
V.1.sim1000.elo600-002,V.1.sim1000.elo600,stockfish,mcts_heuristic,na,off,na,on,,,,1000,600,W,L,73,101.65,103.09,104.28,4008.41,4537.98,4577.62,910,0,0,0,0
V.1.sim1000.elo700-001,V.1.sim1000.elo700,mcts_heuristic,stockfish,off,na,on,na,,,1000,,700,L,W,74,5647.33,15790.20,16214.23,101.78,102.64,105.67,520,0,0,0,1
V.1.sim1000.elo700-002,V.1.sim1000.elo700,stockfish,mcts_heuristic,na,off,na,on,,,,1000,700,W,L,159,100.66,102.43,107.13,3069.77,5234.30,7811.82,2300,0,0,1,0
V.1.sim1000.elo800-001,V.1.sim1000.elo800,mcts_heuristic,stockfish,off,na,on,na,,,1000,,800,L,W,50,5946.22,14512.28,19638.82,95.15,103.84,105.06,1660,0,0,0,0
V.1.sim1000.elo800-002,V.1.sim1000.elo800,stockfish,mcts_heuristic,na,off,na,on,,,,1000,800,W,L,61,96.61,103.23,105.22,4688.98,8551.59,12111.28,900,0,0,0,0
